vrstaSmjestaja,podrucje,lokacija,brSoba,brKupatila,cijena,stambenaPovrsina,zemljiste,parkingMjesta,odMora,novogradnja,klima,naslov,opis,webStranica,oglasio,mobilni,id,zadnjaPromjena,slike,url
Iznajmljujem Apartman za Odmor,Budva,"Centar Ulica 13. Jul, Budva",,,,32,,,100,false,true,"Iznajmljujem Stan-Apartman, Centar","Izdajem stan u strogom centru Budve, pored TQ Plaze. Stan se nalazi na par minuta hoda od Starog grada, nekoliko plaza, megamarketa, pijace.. Kompletno je opremljen i prilagođen za smestaj do cetiri osobe.",,Radomir,+38163603037,1588174,20 May 2020,"https://www.realitica.com/images/listing_photos/1588174_127b9f83cb96054eda6c463c9ba1bd56fd428e083537fd28727878-v.jpg,https://www.realitica.com/images/listing_photos/1588174_img-86ad1689fce3fe0d961ba31ed7b916b1-v--003-.jpg,https://www.realitica.com/images/listing_photos/1588174_20180620_125601.jpg,https://www.realitica.com/images/listing_photos/1588174_img-311ac837749ee6b5580396f08f20e72d-v.jpg",https://www.realitica.com/hr/listing/1588174
Iznajmljujem Apartman za Odmor,Podgorica,"Stari Aerodrom Bulevar Pera Cetkovica 86, Podgorica",25,1,1,44,,1,,true,true,"Izdajem Stan-Apartman, Stari Aerodrom","Stan je u tek izgradjenoj stambenoj zgradi, u mirnom dijelu grada, prvi sprat. Kompletno opremljen novim stvarima i namjestajem, odlična zamjena za hotel. Komforan za 4 osobe. (Cijena za 4 osobe je 30€) Na raspolaganju su kablovska TV i Wi Fi. U blizini (300m) nalazi se novi tržni centar Forum, u okviru kojeg su zelena pijaca, megamarket, kafici, butici, sadržaji za djecu ... U kvartu se nalaze poznati restoran-picerija Sicilija, pivnica, pabovi i kafici. Kuća fudbala sa fudbalskim kampom udaljena je 300 metara, dok je na oko 500 metara, u park šumi, uređena trim staza sa igralištem za djecu. Centar grada (Hotel Hilton) je na 1.5 km od stana, lako je stići i pjeske. Autobuska i Željeznička stanica su takodje na 1.5 km od stana.",,Rent,069256878,1307221,23 Apr 2020,"https://www.realitica.com/images/listing_photos/1307221_1307221_222222.jpg,https://www.realitica.com/images/listing_photos/1307221_dsc09150.jpg,https://www.realitica.com/images/listing_photos/1307221_1a.jpg,https://www.realitica.com/images/listing_photos/1307221_44444444444.jpg",https://www.realitica.com/hr/listing/1307221
Iznajmljujem Apartman za Odmor,Podgorica,Centar Centar Podgorica,50,2,1,50,,5,,false,false,"Iznajmljujem Stan-Apartman, Andrijevica",Iznajmljujem vikendicu za odmor...u predivnom dijelu Bjelasice...nadomak Berana...Jelovici.Vikendica se sastoji od dnevnog boravka...satelitske tv...kuhinje...na spratu su divno uredjene 2 sobe ...u jednoj je bracni krevet i jos jedan krevet za 1 osobu...u drugoj sobi dva kreveta.Iza vikendice postoji fontana koja daje idealan pogled uz okolnu prirodu i zvuk pticica.Odmah pored fontane je napravljena drvnena trpeza sa klupama...za uzivanje u rucku pored fontane i predivnog zwlenila.Idealno za bijeg od gradske guzve.Dodjite i uvjerite se.,,Mike,067181048,2275216,13 Apr 2020,"https://www.realitica.com/images/listing_photos/2275216_screenshot_20200330-203040.jpg,https://www.realitica.com/images/listing_photos/2275216_20200329_121333.jpg,https://www.realitica.com/images/listing_photos/2275216_20200329_121539.jpg,https://www.realitica.com/images/listing_photos/2275216_screenshot_20200330-203854.jpg",https://www.realitica.com/hr/listing/2275216
Iznajmljujem Apartman za Odmor,Kolašin,Kolašin Jelovica kolasin,50,2,1,50,,5,,false,false,"Iznajmljujem Stan-Apartman, Andrijevica",Iznajmljujem vikendicu na planini Jelovici...dio Bjelasice.Predivna priroda...vikendica moderno opremljena,,Mike,067181048,2268543,13 Mar 2020,"https://www.realitica.com/images/listing_photos/2268543_screenshot_20200313-135619.jpg,https://www.realitica.com/images/listing_photos/2268543_screenshot_20200313-135627.jpg,https://www.realitica.com/images/listing_photos/2268543_screenshot_20200313-135621.jpg,https://www.realitica.com/images/listing_photos/2268543_screenshot_20200313-135625.jpg",https://www.realitica.com/hr/listing/2268543
Iznajmljujem Apartman za Odmor,Budva Okolina,Bečići Becici,40,1,1,43,,1,150,false,false,"Iznajmljujem Stan-Apartman, Budva Okolina",IZDAJEM Jednosoban stan u blizini hotela Splendid 150m od mora Stan se nalazi na cetvrtom spratu sa zadnjeg ulaza se nalazi na prvom spratu gdje se nalazi i parking mjesto i raspolaze sa jednom Spavacom sobom sa francuskim lezajem i sa terasom Hodnik Kupatilo Kuhinja sa ugradnim elementima Velikim dnevnim boravkom sa terasom u kojem se nalaze dva trosjeda na rasklapanje Klima Kablovska Internet i Parking mjesto CIJENA 50€,,Davor,069,1311901,26 May 2020,"https://www.realitica.com/images/listing_photos/1311901_3379.jpg,https://www.realitica.com/images/listing_photos/1311901_3374.jpg,https://www.realitica.com/images/listing_photos/1311901_329.jpg,https://www.realitica.com/images/listing_photos/1311901_3380.jpg",https://www.realitica.com/hr/listing/1311901
Iznajmljujem Kuća za Odmor,Žabljak,"Borje Vrela, Zabljak",,3,1,70,,5,,false,false,"Iznajmljujem Kuću , Vrela , Zabljak , Vikendica",Iznajmljujem vikendicu 7 km od Zabljaka u periodu novogodišnjih praznika. Namjenjena za 4-8 osoba. Više fotografija možete pogledati na:  https://www.booking.com/hotel/me/holiday-home-usovic.sr.html,,Nikola,+38269794940,1565360,21 May 2020,"https://www.realitica.com/images/listing_photos/1565360_154333079.jpg,https://www.realitica.com/images/listing_photos/1565360_106860272.jpg,https://www.realitica.com/images/listing_photos/1565360_150685674.jpg,https://www.realitica.com/images/listing_photos/1565360_150685678.jpg",https://www.realitica.com/hr/listing/1565360
Iznajmljujem Apartman za Odmor,Žabljak Energetski, ,,3,1,55,,300,,false,false,"Iznajmljujem Apartman , Žabljak , Smjestaj","Iznajmljujem apartman sa centralnim grejanjem  za 4-7 osoba u periodu novogodišnjih praznika.  Apartman je udaljen 200m od autobuske stanice, 500 m od skijališta Javorovača, 3km od skijališta Savin kuk. Više fotografija možete pogledati na:  https://www.booking.com/hotel/me/apartmani-usovic.sr.html",,Nikola,+38269794940,1489609,21 May 2020,"https://www.realitica.com/images/listing_photos/1489609_49377978.jpg,https://www.realitica.com/images/listing_photos/1489609_61579553--1-.jpg,https://www.realitica.com/images/listing_photos/1489609_77083995.jpg,https://www.realitica.com/images/listing_photos/1489609_141284915.jpg",https://www.realitica.com/hr/listing/1489609
Iznajmljujem Kuća za Odmor,Ulcinj,Donji Štoj ,,4,2,,,,,true,false,"Iznajmljujem Kuću, Donji Štoj","Izdajemo kuću u Štoju, Ulcinj. Kuća se izdaje za sezonu i postoji mogućnost dogovora oko dužine zakupa i cijene. Kuća je nova, neuseljavana i komplet namještena. Sastoji se od dvije etaže, na prvoj ima dnevnu sobu sa kuhinjom i trepezarijom, spavaću sobu i kupatilo, a na drugoj etaži ima tri spavaće sobe i kupatilo. Takođe, kuća posjeduje lijepo uređeno dvorište i svoja tri parking mjesta. Kontakt: 00382 67800203 ",http://www.remontenegro.me/nekretni...,REM D.o.o.Registarski,50880766,2270571,16 Mar 2020,"https://www.realitica.com/images/listing_photos/2270571_img_6897.jpg,https://www.realitica.com/images/listing_photos/2270571_img_6909.jpg,https://www.realitica.com/images/listing_photos/2270571_img_6902.jpg,https://www.realitica.com/images/listing_photos/2270571_img_6910.jpg",https://www.realitica.com/hr/listing/2270571
Iznajmljujem Apartman za Odmor,Herceg Novi,Topla Spavaćih ,,2,1,85,,,50,true,true,"Iznajmljujem Stan-Apartman, Topla","Dvosoban stan u novogradnji na odlicnoj lokaciji – Herceg Novi, Topla 1 ID-S714 Kategorija: prodaja Vrsta: stan Opstina: Herceg Novi Naselje: Topla 1 Povrsina: 85m2 Broj spavacih soba: 2 Broj kupatila: 1 Terase: 1 Opremljenost: kompletno opremljen i namesten Raspored: predsoblje, dnevni boravak sa kuhinjom i trpezarijskim delom, hodnik, dve spavace sobe, kupatilo, terasa sa pogledom na more Parking: parking ispred zgrade + mogucnost kupovine garaze Udaljenost od mora: 50m Cena: 190,000€, dogovor Kontaktirajte nas!   Opis: Na prodaju, luksuzan stan u novogradnji smesten u stambenoj zgradi visokog kvaliteta na svega 50ak metara od mora. Stan se prodaje kompletno opremljen i namesten. ",http://svetioniknekretnine.com/prop...,Danijela,+382,2060571,12 May 2020,"https://www.realitica.com/images/listing_photos/2060571_ekretnine-real-estate-property-oglasi-herceg-novi-id4507.jpg,https://www.realitica.com/images/listing_photos/2060571_ekretnine-real-estate-property-oglasi-herceg-novi-id4508.jpg,https://www.realitica.com/images/listing_photos/2060571_ekretnine-real-estate-property-oglasi-herceg-novi-id4519.jpg,https://www.realitica.com/images/listing_photos/2060571_ekretnine-real-estate-property-oglasi-herceg-novi-id4521.jpg",https://www.realitica.com/hr/listing/2060571
Iznajmljujem Apartman za Odmor,Budva,Velji Vinogradi Feronova 34 Budva,40,1,1,40,,,350,false,true,"Iznajmljujem Stan-Apartman, Velji Vinogradi",Izdajem jednosoban stan u Budvi stan u blizini Jolly apatmana na udaljenost od mora od 350 Stan sadrzi jednu spavacu sobu sa francuskim lezajem kupatilom dnevnim boravkum sa dvosjedom i trosjedom na rasvlacenje kablovska TV internet klima uredjaj masina za pranje vesa Cijena 60,,Marija,069568088,2302674,23 May 2020,"https://www.realitica.com/images/listing_photos/2302674_img-b6f2f0a45d32e0d741e7cf971c779185-v.jpg,https://www.realitica.com/images/listing_photos/2302674_img-b1c8fdaad8ecd246a6f754657f93db3c-v.jpg,https://www.realitica.com/images/listing_photos/2302674_img-4a000a2c34c2712ab1f682f84230987d-v.jpg,https://www.realitica.com/images/listing_photos/2302674_img-361acefd4bf749f396a9fd67bfe92879-v.jpg",https://www.realitica.com/hr/listing/2302674
Iznajmljujem Apartman za Odmor,Budva,Velji Vinogradi Feronova 34 Budva,40,1,1,40,,,350,false,true,"Iznajmljujem Stan-Apartman, Velji Vinogradi","izdajem jednosoban stan u blizini Joli apartmana udaljenost od mora je 350 stan raspolaze sa jednom spavacom sobom sa francuskim lezajem hodnik kupatilo zasebna kuhinja sa ugradnim elementima dnevnim boravkom sa dvosjedom i trosjedom na rasklapanhe klima, kablovska TV internet masina za pranje vesa Cijena 60€",,Marija,069568088,2302673,23 May 2020,,https://www.realitica.com/hr/listing/2302673
Iznajmljujem Apartman za Odmor,Podgorica,City Kvart-Delta Radoja Dakica Podgorica,25,,,,,,,false,false,Garsonjera,Nova i odlicno opremljena garsonjera za dvije osobe. Nalazi se u ulici Radoja Dakića preko puta Delta city .  Prevoz od aerodorma do smjestaja je organizovan.  Dobrodošli! ,,Ilija,+38269956767,1581709,25 Apr 2020,"https://www.realitica.com/images/listing_photos/1581709_img_1447-hdr.jpg,https://www.realitica.com/images/listing_photos/1581709_img_1420.jpg,https://www.realitica.com/images/listing_photos/1581709_img_1427.jpg,https://www.realitica.com/images/listing_photos/1581709_img_1434.jpg",https://www.realitica.com/hr/listing/1581709
Iznajmljujem Apartman za Odmor,Podgorica,City Kvart-Delta Radoja Dakica Podgorica,35,1,1,,,,,true,true,"Iznajmljujem Stan-Apartman, City Kvart-Delta","Stan je nov i veoma dobro opremljen. Namijenjen je za 2 ili  3 gostiju. Ima jednu spavacu sobu  sa francuskim krevetom dok se u dnevoj sobi moze smjestiti 1 osoba.  Nalazi se u City Kvartu, novom i luksuznom dijelu grada. U krugu od 100 metara od zgrade nalazi se tržni centar Delta city kao i veći broj restorana, kafića , supermarketa, apoteka.  Prevoz od aerodroma do stana je organizovan. Dobrodošli! ",,Ilija,+38269956767,1350554,25 Apr 2020,"https://www.realitica.com/images/listing_photos/1350554_20170514_143133.jpg,https://www.realitica.com/images/listing_photos/1350554_20170514_143053.jpg,https://www.realitica.com/images/listing_photos/1350554_20170514_143923.jpg,https://www.realitica.com/images/listing_photos/1350554_20170514_143543.jpg",https://www.realitica.com/hr/listing/1350554
Iznajmljujem Apartman za Odmor,Podgorica,City Kvart-Delta Radoja Dakica Podgorica,27,,1,,,1,,true,true,"Iznajmljujem Stan-Apartman, City Kvart-Delta","Nova i odlicno opremljenja garsonjera,namijenjena za dvije osobe. Nalazi se City kvartu, novom dijelu grada.  Prevoz od aerodroma do stana je organizovan!",,Ilija,+38269956767,1380660,25 Apr 2020,"https://www.realitica.com/images/listing_photos/1380660_img_9936-hdr-edit.jpg,https://www.realitica.com/images/listing_photos/1380660_img_9955-hdr.jpg,https://www.realitica.com/images/listing_photos/1380660_img_9958-hdr.jpg,https://www.realitica.com/images/listing_photos/1380660_img_9965-hdr.jpg",https://www.realitica.com/hr/listing/1380660
Iznajmljujem Apartman za Odmor,Podgorica,City Kvart-Delta Cetinjski put Podgorica,35,1,1,,,1,,true,true,"Iznajmljujem Stan-Apartman, City Kvart-Delta","Jednosoban odlicno opremljen stan u City kvartu preko puta Delte, namijenjen je za 2 osobe.  Prevoz od aerodorma do stana je organizovan!  Dobrodosli!",,Ilija,+38269956767,1581718,25 Apr 2020,"https://www.realitica.com/images/listing_photos/1581718_img_1364.jpg,https://www.realitica.com/images/listing_photos/1581718_img_1384.jpg,https://www.realitica.com/images/listing_photos/1581718_img_1396-hdr.jpg,https://www.realitica.com/images/listing_photos/1581718_img_1394.jpg",https://www.realitica.com/hr/listing/1581718
Iznajmljujem Apartman za Odmor,Podgorica,City Kvart-Delta Radoja Dakica Podgorica,30,1,1,48,,1,,true,true,"Iznajmljujem Stan-Apartman, City Kvart-Delta","Stan je dobro opremljen,ima jednu spavacu sobu i namijenjen je za dvije osobe.  Prevoz od aerodroma do stana je organizovan!  Dobrodosli! ",,Ilija,+38269956767,1377169,25 Apr 2020,"https://www.realitica.com/images/listing_photos/1377169_20170605_133326.jpg,https://www.realitica.com/images/listing_photos/1377169_20170605_134414.jpg,https://www.realitica.com/images/listing_photos/1377169_20170605_133719.jpg,https://www.realitica.com/images/listing_photos/1377169_20170605_134532.jpg",https://www.realitica.com/hr/listing/1377169
Iznajmljujem Apartman za Odmor,Budva,Centar 4.jula,,,,,,,,false,false,Apartmani sa parkingom,"Izdajem apartmane i sobe u Budvi,preko puta hotela Slovenska plaza,na 5 minuta hoda od glavne gradske plaze. Sve smjestajne jedinice imaju klimu,tv,wi-fi,svoje kupatilo,kuhinju,terasu i parking u dvoristu. Tel/viber +382 69 825 668",,Svetlana,00382,1593318,16 May 2020,"https://www.realitica.com/images/listing_photos/1593318_2db2cee2d59a84c1843c0144367da35379f7bd49f4a6790e93d7b3-v.jpg,https://www.realitica.com/images/listing_photos/1593318_20180604_130125.jpg,https://www.realitica.com/images/listing_photos/1593318_cd7ec060c4c15e1a4d22fee15c61b079fd56ea0f2c29fbeec1948f-v.jpg,https://www.realitica.com/images/listing_photos/1593318_1e52e723d4e278f82bc3af76557e2ddf697a082577c2878e9010ec-v.jpg",https://www.realitica.com/hr/listing/1593318
Iznajmljujem Apartman za Odmor,Bar,Bar Bulevar Dinastije Petrovica 2 A Bar,,2,1,63,,1,500,true,true,"Iznajmljujem Stan-Apartman, Bar","Stan se nalazi na 4 spratu novoizgradjene zgrade koja se nalazi u centru grada na Bulevaru Dinastije Petrovica. Zgrada ima lift i parking. Stan ima 63 m2. Ima dvije spavace sobe sa francuskim krevetima a u dnevnom boravku se nalazi ugaona garnitura koja ima mehanizam za spavanje. Klimatizacija je u kompletnom stanu(dnevni boravak i obe sobe). Kablovska televizija i bezicni internet su besplatni. Kuhinja je velika i opremljena sa kompletnom tehnikom. Sa terase se pruza predivan pogled na planinu i periferiu grada. Stan je moderno opremljen i uredjen i sama pozicija garantije miran i udoban boravak u njemu. Zgrada se nalazi na 400 m od centra gdje se nalaze brojni kafici i restorani. U neposrednoj blizini se nalazi zelena pijaca ,mesare,hipermarket Voli i Lakovic. Gradska plaza i setaliste dogo 4 km  su na samo 15 min hoda od stana. Stan je slobodan do 10.9.2020 Minimalna rezervacija je 7 dana.  Kontakt: viber +38268181874  mail  omer.perazic84@gmail.com",,Omer Mobitel verificiran u državi,,2003861,25 May 2020,"https://www.realitica.com/images/listing_photos/2003861_img-ea7ac75f8037ad4654cec86c2f2e0089-v.jpg,https://www.realitica.com/images/listing_photos/2003861_img-075603ef06874cb30d953435e5d07c31-v.jpg,https://www.realitica.com/images/listing_photos/2003861_img-eeb74e74ed1ff2fe628b8c774ea099c1-v.jpg,https://www.realitica.com/images/listing_photos/2003861_img-8338987e1b72acf3e7fad3e8fdab2cf9-v.jpg",https://www.realitica.com/hr/listing/2003861
Iznajmljujem Apartman za Odmor,Budva,Rozino ,40,1,1,49,,,800,false,true,"Iznajmljujem Stan-Apartman, Rozino","Super promocija -30% na nase booking cijene za sve rezervacije do kraja oktobra.Snizene cijene nocenja do 4 odrasle osobe od 35-55€ : jun 35€, jul 45€, avgust 50€, septembar 40€. Popust na boravak od 7 i vise noci. Kompletno opremljen jednosoban stan,na 12 min od mora, u blizini autobuske stanice i Doma zdravlja. Max 4 odrasle osobe + 2 djece. Apartman je klimatizovan,posjeduje masinu za sudje, frizider i zamrzivac, masinu za pranje i susenje vesa. Wi fi i kablovska sa preko 200 kanala su obezbijenjeni. Po potrebi, besplatno dostupan i djecji krevetac. U zgradi se nalazi cafe restoran dok je preko puta pekara i market.  Uslov min 4 nocenja. Od 25.septembra cijena je vec od 25eura po nocenju izuzev Novogodisnjih praznika. Instagram:lav_bd Facebook: Lav apartman Budva Pisite nam na broj: +38268-440055",,Lav,+38268440055,1563082,24 May 2020,"https://www.realitica.com/images/listing_photos/1563082_dragana_42.jpg,https://www.realitica.com/images/listing_photos/1563082_dragana_80.jpg,https://www.realitica.com/images/listing_photos/1563082_dragana_37.jpg,https://www.realitica.com/images/listing_photos/1563082_dragana_78.jpg",https://www.realitica.com/hr/listing/1563082
